Bayley
0 0.0000000000000000000000000
1 3.1333332061767578125000000
2 3.1414222717285156250000000
3 3.1415872573852539062500000
4 3.1415922641754150390625000
5 3.1415925025939941406250000
6 3.1415925025939941406250000
7 3.1415925025939941406250000
8 3.1415925025939941406250000
9 3.1415925025939941406250000
10 3.1415925025939941406250000
11 3.1415925025939941406250000
12 3.1415925025939941406250000
13 3.1415925025939941406250000
14 3.1415925025939941406250000
15 3.1415925025939941406250000
16 3.1415925025939941406250000
17 3.1415925025939941406250000
18 3.1415925025939941406250000
19 3.1415925025939941406250000
Bellard
0 0.0000000000000000000000000
1 3.1417660713195800781250000
2 3.1415927410125732421875000
3 3.1415927410125732421875000
4 3.1415927410125732421875000
5 3.1415927410125732421875000
6 3.1415927410125732421875000
7 3.1415927410125732421875000
8 3.1415927410125732421875000
9 3.1415927410125732421875000
10 3.1415927410125732421875000
11 3.1415927410125732421875000
12 3.1415927410125732421875000
13 3.1415927410125732421875000
14 3.1415927410125732421875000
15 3.1415927410125732421875000
16 3.1415927410125732421875000
17 3.1415927410125732421875000
18 3.1415927410125732421875000
19 3.1415927410125732421875000
Chudo
0 inf
1 3.1415927410125732421875000
2 3.1415927410125732421875000
3 3.1415927410125732421875000
4 3.1415927410125732421875000
5 3.1415927410125732421875000
6 3.1415927410125732421875000
7 3.1415927410125732421875000
8 3.1415927410125732421875000
9 3.1415927410125732421875000
10 3.1415927410125732421875000
11 3.1415927410125732421875000
12 3.1415927410125732421875000
13 3.1415927410125732421875000
14 3.1415927410125732421875000
15 3.1415927410125732421875000
16 3.1415927410125732421875000
17 3.1415927410125732421875000
18 3.1415927410125732421875000
19 3.1415927410125732421875000
